current_bpm,avg_bpm,min_bpm,max_bpm,std_bpm,change_bpm,label
111.85,106.9,80.72,119.79,10.17,20.26,UNUSUAL_PATTERN
83.34,83.6,77.51,92.5,3.91,7.91,NORMAL
70.38,70.71,62.36,78.06,5.81,-5.35,NORMAL
52.0,64.92,43.15,90.41,15.0,-17.61,UNUSUAL_PATTERN
96.26,88.2,91.77,105,3.41,-5.69,NORMAL
80.71,80.62,70.27,86.31,5.03,0.62,NORMAL
82.4,79.47,73.02,88.83,1.99,3.59,NORMAL
81.99,79.28,75.18,87.99,6.01,6.25,NORMAL
61.28,71.76,37.0,77.97,6.51,-13.9,UNUSUAL_PATTERN
79.63,76.66,72.9,85.44,4.89,-1.34,NORMAL
92.57,88.13,84.1,98.78,3.37,-2.59,NORMAL
57.51,65.67,46.01,116.72,14.14,2.58,UNUSUAL_PATTERN
84.78,87.19,79.31,93.66,3.3,1.25,NORMAL
110.59,90.63,79.14,117.87,14.94,15.26,UNUSUAL_PATTERN
79.59,86.67,72.69,83.18,4.96,5.65,NORMAL
99.94,86.65,97.81,105,3.32,-0.94,NORMAL
73.89,84.26,67.77,83.29,4.95,3.54,NORMAL
72.97,70.87,66.25,79.27,7.14,1.62,NORMAL
109.18,89.85,76.44,122.97,12.02,16.92,UNUSUAL_PATTERN
79.8,82.83,71.48,85.66,5.25,5.83,NORMAL
49.49,89.61,48.27,109.77,15.98,1.13,UNUSUAL_PATTERN
90.0,86.27,81.78,99.42,3.12,3.09,NORMAL
82.55,80.2,74.46,88.75,5.67,-6.8,NORMAL
81.45,79.84,74.55,87.59,2.14,0.12,NORMAL
74.44,73.9,71.34,80.78,3.33,1.97,NORMAL
81.3,79.05,74.98,93.35,1,-0.09,NORMAL
83.78,85.6,76.95,87.64,3.59,-2.68,NORMAL
84.02,81.12,75.57,91.5,2.76,-0.38,NORMAL
107.8,91.47,78.49,126.18,6.47,13.1,UNUSUAL_PATTERN
100.34,77.78,87.39,122.07,10.03,3.71,UNUSUAL_PATTERN
76.24,80.89,69.92,83.07,5.44,-1.51,NORMAL
84.24,82.46,78.62,87.49,4.8,2.99,NORMAL
82.58,79.58,79.91,95.54,6.66,-0.12,NORMAL
65.97,65.83,56.47,70.69,3.35,-2.01,NORMAL
78.44,84.96,69.12,87.62,3.48,1.93,NORMAL
111.37,81.3,53.14,120.46,13.28,16.05,UNUSUAL_PATTERN
60,67.05,55,68.09,1.04,-3.09,NORMAL
97.09,94.99,91.51,105,3.48,-0.1,NORMAL
92.96,91.36,84.34,100.21,5.74,5.1,NORMAL
66.06,72.19,57.31,74.08,1.81,6.98,NORMAL
78.9,73.31,71.01,87.08,2.83,-6.3,NORMAL
109.03,86.52,87.05,126.87,10.13,7.9,UNUSUAL_PATTERN
82.55,79.11,74.06,91.72,4.75,-1.01,NORMAL
81.28,78.38,75.35,90.24,3.02,-2.89,NORMAL
73.72,76.76,69.46,82.69,3.1,-1.14,NORMAL
76.55,81.48,66.85,88.23,1.42,-1.26,NORMAL
56.2,86.54,46.58,115.34,18.13,-6.71,UNUSUAL_PATTERN
65.98,68.61,60.3,69.24,6.43,-0.63,NORMAL
74.01,76.1,67.97,79.1,2.44,2.42,NORMAL
81.15,77.4,76.49,91.84,2.62,-8.68,NORMAL
107.47,100.86,65.46,127.2,17.33,17.99,UNUSUAL_PATTERN
69.13,70.86,63.1,70.87,3.67,-6.6,NORMAL
78.45,76.27,67.41,83.91,5.23,4.2,NORMAL
85.99,84.69,80.04,89.41,3.51,6.65,NORMAL
69.68,70.97,60.09,76.18,4.76,-5.66,NORMAL
87.08,88.71,81.82,92.21,5.03,4.45,NORMAL
54.7,77.48,46.18,113.27,21.53,-16.41,UNUSUAL_PATTERN
71.79,64.12,66.56,76.34,5.78,-1.18,NORMAL
85.11,92.6,83.05,89.0,5.3,-2.27,NORMAL
48.57,70.02,44.02,87.51,9.22,-9.55,UNUSUAL_PATTERN
68.47,69.49,61.15,75.59,2.31,-5.56,NORMAL
73.56,74.24,65.21,83.22,3.09,-1.35,NORMAL
87.76,87.59,82.48,96.26,2.28,-5.75,NORMAL
91.27,91.2,84.32,94.28,3.25,-1.8,NORMAL
115.82,87.5,76.21,123.14,16.3,13.86,UNUSUAL_PATTERN
78.82,74.5,76.53,87.17,2.72,-3.63,NORMAL
105.77,80.01,42.82,107.47,19.43,12.18,UNUSUAL_PATTERN
73.69,70.93,65.47,77.71,2.65,-1.91,NORMAL
84.58,75.99,77.43,86.94,5.3,4.85,NORMAL
63.0,63.03,55,67.55,4.94,-5.22,NORMAL
100.58,85.42,66.86,125.24,10.78,3.98,UNUSUAL_PATTERN
68.09,68.44,60.32,73.87,2.76,4.0,NORMAL
120.38,87.1,90.02,123.51,11.89,14.44,UNUSUAL_PATTERN
84.38,81.61,75.84,92.36,1.44,-2.46,NORMAL
77.66,79.58,71.1,88.14,3.28,3.03,NORMAL
88.32,80.49,81.11,99.95,4.67,-4.63,NORMAL
77.23,78.29,73.86,84.15,5.95,2.18,NORMAL
69.59,71.91,66.92,76.34,4.45,7.96,NORMAL
47.71,71.21,43.15,81.8,9.41,-13.55,UNUSUAL_PATTERN
67.05,73.49,63.24,74.69,4.56,3.78,NORMAL
88.82,81.92,85.49,95.55,4.76,5.91,NORMAL
82.86,77.12,78.89,83.46,3.95,-9.74,NORMAL
107.58,78.92,50.31,109.74,15.0,-14.37,UNUSUAL_PATTERN
81.39,75.57,72.87,87.45,2.54,6.21,NORMAL
75.13,80.03,65.01,78.72,6.35,-1.66,NORMAL
74.25,78.26,63.4,86.06,3.57,-2.99,NORMAL
73.07,77.06,64.16,81.58,3.62,-1.3,NORMAL
91.76,90.66,89.74,101.59,6.71,-2.01,NORMAL
78.71,79.48,75.76,90.22,4.47,1.67,NORMAL
118.63,93.5,72.44,123.39,13.14,5.15,UNUSUAL_PATTERN
65.77,67.73,61.08,73.0,7.26,-1.39,NORMAL
82.31,80.21,75.13,86.12,4.54,-4.1,NORMAL
76.29,69.71,68.64,85.95,4.56,-4.84,NORMAL
84.56,84.14,74.94,90.55,2.42,5.51,NORMAL
92.99,89.92,86.28,101.78,3.91,-5.49,NORMAL
51.37,88.82,56.09,121.08,17.36,-4.74,UNUSUAL_PATTERN
89.35,78.97,82.64,100.01,5.94,-2.42,NORMAL
50.73,72.51,34.55,83.99,11.37,-26.39,UNUSUAL_PATTERN
87.67,83.34,83.32,93.2,1,-0.62,NORMAL
78.76,79.96,69.21,86.43,5.65,2.63,NORMAL
74.86,80.26,69.87,78.32,2.76,-2.93,NORMAL
72.42,73.55,65.28,82.16,4.54,-2.34,NORMAL
70.36,77.05,60.94,77.0,5.56,2.5,NORMAL
84.15,82.4,72.88,86.28,5.01,1.71,NORMAL
80.72,75.68,76.73,86.68,4.22,1.51,NORMAL
66.09,73.11,59.54,75.5,7.39,-0.93,NORMAL
88.23,80.88,82.22,94.21,4.52,0.19,NORMAL
74.06,76.19,64.25,78.68,5.96,1.88,NORMAL
80.28,77.87,73.15,82.58,5.45,0.7,NORMAL
96.12,86.82,91.7,100.77,2.2,-4.67,NORMAL
79.41,72.2,70.31,86.67,2.99,4.22,NORMAL
77.92,78.17,71.68,83.09,3.66,1.36,NORMAL
93.27,91.33,89.29,101.3,4.7,0.8,NORMAL
80.0,78.56,74.97,85.4,7.01,-4.6,NORMAL
73.36,79.63,68.41,78.96,4.1,-8.33,NORMAL
75.75,74.81,66.5,81.64,3.32,-1.59,NORMAL
44.47,66.09,41.97,83.42,10.26,-17.83,UNUSUAL_PATTERN
86.36,87.8,83.43,91.38,2.11,-3.56,NORMAL
81.05,80.4,72.69,88.27,4.46,1.53,NORMAL
87.18,88.48,81.81,98.41,4.3,1.65,NORMAL
72.73,69.0,70.52,81.09,6.88,5.21,NORMAL
77.89,78.86,71.04,83.31,5.66,-5.7,NORMAL
78.45,77.83,70.45,90.49,5.2,4.92,NORMAL
73.25,75.66,66.55,81.14,5.47,-0.43,NORMAL
72.14,73.49,65.74,79.31,4.48,-1.69,NORMAL
48.02,62.39,38.66,89.18,9.76,-11.37,UNUSUAL_PATTERN
81.58,88.67,73.45,92.23,4.34,-0.41,NORMAL
82.0,86.98,74.88,87.52,4.92,-1.95,NORMAL
86.09,83.52,81.48,94.58,2.29,0.79,NORMAL
68.55,70.34,64.93,77.18,6.91,-4.08,NORMAL
83.32,82.23,77.59,93.01,4.09,3.63,NORMAL
69.66,69.96,62.93,80.02,7.44,-0.01,NORMAL
86.68,84.92,77.83,94.73,2.69,-0.23,NORMAL
70.93,70.21,60.79,76.47,5.84,5.34,NORMAL
84.75,82.64,78.52,90.84,3.51,-4.35,NORMAL
67.8,68.18,59.77,69.8,2.58,-4.78,NORMAL
64.6,70.82,59.3,70.43,3.02,2.98,NORMAL
37.18,65.28,37.63,91.57,11.9,-10.09,UNUSUAL_PATTERN
79.28,80.36,73.14,86.94,3.23,0.82,NORMAL
71.98,77.94,63.63,78.04,3.9,-0.58,NORMAL
114.72,100.2,84.97,117.06,11.03,10.34,UNUSUAL_PATTERN
107.94,96.37,85.73,120.99,13.14,29.13,UNUSUAL_PATTERN
74.92,72.65,69.19,81.45,3.37,1.69,NORMAL
122.57,101.2,71.77,118.88,9.17,12.24,UNUSUAL_PATTERN
71.45,72.82,70.2,81.22,4.81,-0.02,NORMAL
75.36,78.09,70.27,82.84,5.12,-6.41,NORMAL
72.14,73.5,63.73,82.49,6.32,-1.27,NORMAL
69.37,66.09,58.07,75.27,6.27,2.87,NORMAL
81.1,79.76,76.62,89.58,2.78,-5.35,NORMAL
71.98,70.23,69.69,78.26,2.76,3.55,NORMAL
71.73,69.37,65.78,81.18,6.38,-7.74,NORMAL
69.0,63.09,63.22,80.64,3.84,-1.31,NORMAL
83.36,79.46,74.99,89.06,2.64,5.71,NORMAL
113.33,87.95,97.05,119.51,18.77,22.46,UNUSUAL_PATTERN
76.35,74.95,70.4,80.95,3.62,-3.78,NORMAL
73.65,61.89,70.93,76.7,5.36,3.12,NORMAL
97.47,77.17,42.27,111.21,22.57,-12.96,UNUSUAL_PATTERN
86.25,89.75,84.15,92.27,4.46,-2.29,NORMAL
74.74,73.77,66.93,78.16,2.59,-5.31,NORMAL
88.84,87.99,82.06,92.29,4.62,0.13,NORMAL
109.55,77.57,54.04,116.3,17.88,-6.51,UNUSUAL_PATTERN
82.47,80.0,72.92,86.91,4.03,0.88,NORMAL
83.53,81.95,78.49,90.72,3.27,2.7,NORMAL
79.58,82.45,71.82,85.72,3.95,1.44,NORMAL
81.27,81.67,73.77,86.63,3.17,-0.02,NORMAL
90.1,90.63,84.06,92.32,2.89,1.56,NORMAL
78.59,76.98,73.5,85.75,5.54,5.81,NORMAL
67.03,65.4,64.38,70.78,2.42,0.75,NORMAL
81.19,82.46,73.71,85.86,4.01,-4.72,NORMAL
78.16,76.82,72.09,85.7,2.97,-0.22,NORMAL
74.45,73.61,65.49,88.15,7.21,-0.25,NORMAL
87.13,85.22,83.19,97.43,3.02,-5.65,NORMAL
57.79,62.17,45.86,84.82,11.81,-12.99,UNUSUAL_PATTERN
95.91,87.43,87.91,100.97,4.24,1.91,NORMAL
70.84,71.41,65.49,74.84,4.11,-1.87,NORMAL
75.27,71.9,69.33,85.98,4.23,3.45,NORMAL
67.68,75.19,63.56,76.64,7.14,-4.1,NORMAL
87.14,84.1,82.46,92.61,8.11,2.62,NORMAL
116.11,103.8,88.0,121.96,14.65,6.94,UNUSUAL_PATTERN
73.8,74.11,69.09,77.05,3.97,-1.01,NORMAL
115.78,82.51,48.03,116.2,19.16,1.78,UNUSUAL_PATTERN
73.06,70.66,65.75,81.29,3.87,-0.39,NORMAL
34.2,75.84,43.28,78.07,9.49,-23.29,UNUSUAL_PATTERN
82.43,80.41,75.24,90.58,3.81,1.41,NORMAL
71.97,72.13,63.15,80.38,3.95,2.15,NORMAL
72.98,73.12,69.27,80.98,5.44,3.47,NORMAL
73.06,65.43,66.78,75.86,2.01,3.4,NORMAL
53.83,64.41,41.21,77.56,8.97,-17.04,UNUSUAL_PATTERN
90.96,94.36,88.72,98.36,2.07,6.27,NORMAL
80.15,71.21,72.46,87.83,4.75,-1.66,NORMAL
82.22,85.77,75.39,89.47,6.37,-0.64,NORMAL
120.3,91.93,66.25,125.54,17.43,13.67,UNUSUAL_PATTERN
76.17,67.48,68.67,80.53,3.51,-3.72,NORMAL
111.15,104.36,71.43,122.39,12.59,23.81,UNUSUAL_PATTERN
63.86,68.12,55.34,70.04,4.01,3.64,NORMAL
65.95,70.29,59.59,69.58,1.6,-3.1,NORMAL
79.07,75.16,76.54,82.74,6.66,-11.32,NORMAL
104.77,79.63,78.73,124.25,8.97,15.49,UNUSUAL_PATTERN
91.12,84.41,86.11,102.04,6.35,5.22,NORMAL
79.07,80.03,75.66,88.61,5.0,3.02,NORMAL
68.13,66.84,58.06,75.69,3.0,9.28,NORMAL
60,63.34,55,68.52,3.57,-1.14,NORMAL
86.11,83.93,77.21,89.4,4.0,6.23,NORMAL
54.91,95.7,51.28,112.29,17.48,-36.19,UNUSUAL_PATTERN
80.83,82.24,71.91,88.26,6.59,-5.11,NORMAL
112.92,75.49,49.25,116.38,13.03,-11.17,UNUSUAL_PATTERN
70.02,74.76,62.58,75.94,4.13,3.65,NORMAL
78.19,78.23,74.03,85.09,5.81,2.45,NORMAL
123.07,102.49,76.32,123.58,14.13,10.53,UNUSUAL_PATTERN
50.76,63.67,41.55,88.09,9.88,-12.05,UNUSUAL_PATTERN
47.46,81.57,38.05,104.36,13.49,26.33,UNUSUAL_PATTERN
81.84,79.31,78.77,90.7,3.71,2.25,NORMAL
83.45,81.95,78.64,93.16,4.69,4.18,NORMAL
85.09,85.96,76.43,91.13,4.65,5.07,NORMAL
80.86,79.33,76.83,81.64,2.85,2.13,NORMAL
77.11,71.59,72.23,85.02,5.29,-3.93,NORMAL
78.72,84.61,74.87,88.52,5.33,-1.95,NORMAL
80.8,75.34,76.93,84.33,4.8,-0.7,NORMAL
78.98,85.38,76.16,83.97,2.06,8.13,NORMAL
76.01,74.36,66.01,86.55,4.11,-0.88,NORMAL
70.55,69.88,68.02,81.57,2.92,3.99,NORMAL
111.73,83.68,52.48,122.14,17.75,29.94,UNUSUAL_PATTERN
92.68,83.23,86.29,98.99,5.7,3.61,NORMAL
77.31,75.46,67.35,85.68,5.0,0.82,NORMAL
95.01,85.36,89.99,103.1,4.52,-10.24,NORMAL
77.18,72.08,67.35,87.02,4.44,-0.52,NORMAL
70.0,70.72,65.52,78.49,4.91,2.04,NORMAL
76.83,80.09,67.43,85.2,5.46,2.07,NORMAL
83.68,80.89,78.28,94.26,6.04,-1.87,NORMAL
83.39,84.39,77.34,87.91,1.15,4.28,NORMAL
51.83,94.58,48.04,110.07,17.5,-1.99,UNUSUAL_PATTERN
88.73,87.81,84.33,93.2,4.28,1.0,NORMAL
54.9,83.1,51.1,105.95,16.98,-12.71,UNUSUAL_PATTERN
41.34,52.47,44.29,73.23,8.94,-26.79,UNUSUAL_PATTERN
58.74,91.0,45.97,123.59,18.85,-30.6,UNUSUAL_PATTERN
112.26,77.34,43.88,119.3,23.63,-14.4,UNUSUAL_PATTERN
98.87,94.4,78.66,124.04,12.91,19.39,UNUSUAL_PATTERN
74.57,81.59,68.76,84.9,4.05,2.6,NORMAL
106.53,85.79,50.81,117.14,16.27,3.57,UNUSUAL_PATTERN
57.53,67.93,41.5,87.68,17.29,-20.92,UNUSUAL_PATTERN
39.85,67.09,40.55,78.13,9.37,-18.11,UNUSUAL_PATTERN
61.54,72.27,55,69.91,4.47,-3.1,NORMAL
80.05,85.56,71.9,86.16,5.76,-6.35,NORMAL
70.22,70.41,63.2,77.38,4.79,-8.02,NORMAL
61.03,66.47,55,69.03,5.1,-4.63,NORMAL
115.23,81.6,51.33,119.47,24.47,5.97,UNUSUAL_PATTERN
91.53,91.62,84.64,103.0,8.3,-4.07,NORMAL
94.38,99.06,86.03,103.07,3.79,-3.9,NORMAL
86.07,81.96,79.16,91.42,2.59,-2.59,NORMAL
74.88,77.13,69.04,79.7,6.86,7.37,NORMAL
75.66,70.37,70.97,85.04,5.02,3.52,NORMAL
80.62,76.99,73.24,92.66,6.57,-3.26,NORMAL
75.56,78.05,70.29,82.84,2.7,-9.68,NORMAL
77.22,82.54,68.05,87.79,3.12,-9.15,NORMAL
86.37,79.95,81.34,94.11,4.86,1.22,NORMAL
81.91,83.43,79.13,87.41,4.49,4.34,NORMAL
81.7,81.63,77.54,90.28,4.79,2.11,NORMAL
78.96,80.71,74.67,87.02,3.9,-1.62,NORMAL
88.44,92.6,82.66,94.67,2.21,2.2,NORMAL
125.03,102.28,87.68,120.32,18.15,8.72,UNUSUAL_PATTERN
50.4,65.48,41.97,74.38,8.35,-24.04,UNUSUAL_PATTERN
55.42,86.88,59.24,111.32,22.58,-1.01,UNUSUAL_PATTERN
90.11,83.97,86.35,96.36,4.93,-1.8,NORMAL
82.32,80.17,80.13,86.95,4.95,3.99,NORMAL
69.57,71.29,63.99,76.45,5.47,1.5,NORMAL
74.88,78.22,68.04,80.22,5.43,2.5,NORMAL
78.48,71.9,71.84,89.15,4.84,-3.78,NORMAL
83.63,86.45,77.23,91.49,5.17,1.77,NORMAL
69.84,73.64,64.91,79.63,5.04,-1.16,NORMAL
79.63,75.89,70.33,84.54,3.19,1.04,NORMAL
93.82,87.75,88.7,99.65,3.63,-0.98,NORMAL
78.14,76.34,72.32,81.17,3.09,-0.16,NORMAL
71.29,68.59,60.76,81.22,5.06,0.06,NORMAL
80.79,78.96,77.84,81.15,3.4,2.71,NORMAL
83.7,79.21,78.7,88.24,4.32,1.27,NORMAL
93.11,93.7,84.72,101.84,3.02,0.19,NORMAL
65.5,65.27,61.02,78.12,4.67,-4.16,NORMAL
74.61,74.37,70.13,78.06,1,-5.16,NORMAL
67.38,75.28,59.71,75.82,5.87,1.75,NORMAL
77.43,71.77,74.07,87.36,3.3,10.9,NORMAL
81.11,81.07,75.86,83.17,3.43,-1.76,NORMAL
59.31,90.78,48.54,118.61,17.98,42.55,UNUSUAL_PATTERN
68.02,61.38,64.4,77.23,2.5,5.64,NORMAL
46.93,77.8,43.39,115.39,13.65,15.34,UNUSUAL_PATTERN
82.54,78.97,79.5,89.49,2.07,2.89,NORMAL
71.77,72.49,65.28,74.9,4.35,-4.74,NORMAL
83.05,85.47,78.51,91.51,2.08,3.63,NORMAL
57.2,62.1,41.22,70.16,10.16,-20.4,UNUSUAL_PATTERN
76.52,71.48,67.23,77.17,1.77,2.7,NORMAL
77.76,77.14,73.94,84.07,2.64,2.31,NORMAL
83.08,88.86,78.6,94.27,3.09,3.81,NORMAL
74.76,77.63,67.43,82.75,4.35,-0.72,NORMAL
78.11,74.13,70.12,84.57,4.49,1.92,NORMAL
72.41,76.49,62.93,80.8,4.01,1.09,NORMAL
86.51,84.94,77.98,97.09,3.27,-0.11,NORMAL
60,55.17,55,66.46,3.25,1.61,NORMAL
59.33,70.62,52.23,116.41,22.07,-11.73,UNUSUAL_PATTERN
73.48,75.76,72.18,80.65,5.69,1.15,NORMAL
60,63.67,55.31,67.64,3.47,-2.85,NORMAL
89.26,79.27,83.5,98.05,4.1,-1.99,NORMAL
80.57,84.15,73.52,87.78,6.12,-5.02,NORMAL
69.92,76.91,63.16,76.51,4.05,-2.31,NORMAL
74.09,71.33,65.07,74.95,4.71,5.37,NORMAL
34.41,96.88,43.99,122.52,16.48,-6.3,UNUSUAL_PATTERN
117.47,88.94,72.22,120.88,10.93,7.1,UNUSUAL_PATTERN
117.05,100.93,82.37,122.63,9.95,12.92,UNUSUAL_PATTERN
78.49,83.48,74.36,84.77,4.15,-5.54,NORMAL
78.12,81.7,68.56,84.77,5.46,4.56,NORMAL
79.61,78.79,72.19,85.55,9.4,0.33,NORMAL
70.67,71.51,64.75,79.21,3.75,-2.3,NORMAL
116.68,87.26,44.71,112.89,12.81,-11.76,UNUSUAL_PATTERN
74.57,78.8,71.61,81.37,6.15,3.61,NORMAL
81.38,85.28,75.51,87.11,3.75,-5.51,NORMAL
76.57,79.01,67.05,80.25,3.41,0.97,NORMAL
61.12,69.05,55,64.3,2.98,-2.87,NORMAL
110.1,99.76,75.28,120.41,11.5,28.69,UNUSUAL_PATTERN
69.49,70.45,58.68,78.56,6.52,-0.71,NORMAL
58.59,65.86,44.91,77.75,11.63,-11.86,UNUSUAL_PATTERN
81.63,83.54,76.44,84.81,6.36,6.31,NORMAL
77.54,79.57,75.1,83.27,6.32,2.31,NORMAL
53.38,82.83,49.42,108.97,17.25,7.81,UNUSUAL_PATTERN
117.1,69.21,44.38,109.82,22.07,20.42,UNUSUAL_PATTERN
62.0,63.45,55,67.67,3.95,-0.42,NORMAL
72.61,80.01,64.98,77.37,4.33,-5.57,NORMAL
80.99,78.94,78.74,86.79,4.52,-8.82,NORMAL
108.0,94.36,77.38,123.96,10.34,3.46,UNUSUAL_PATTERN
76.75,77.47,73.05,84.18,3.38,-0.92,NORMAL
83.58,87.81,75.29,91.12,5.58,7.16,NORMAL
80.92,78.15,77.69,85.1,2.75,4.89,NORMAL
91.75,86.6,89.08,96.74,1.52,-5.52,NORMAL
114.35,98.06,74.67,124.0,17.65,10.44,UNUSUAL_PATTERN
86.81,87.17,79.68,92.97,1.17,2.81,NORMAL
82.73,85.89,79.02,95.42,6.45,3.0,NORMAL
45.25,73.73,53.86,105.55,13.33,-17.67,UNUSUAL_PATTERN
106.59,89.97,75.45,121.14,9.14,6.79,UNUSUAL_PATTERN
64.91,67.2,55.06,74.74,4.33,-0.94,NORMAL
84.35,82.61,75.86,92.84,4.0,3.38,NORMAL
75.2,69.47,69.41,80.98,4.03,0.51,NORMAL
90.79,86.42,83.22,91.91,4.1,1.06,NORMAL
69.72,64.24,65.4,78.07,7.27,4.29,NORMAL
72.77,71.01,66.22,75.09,3.07,0.38,NORMAL
80.65,83.56,76.35,84.94,2.1,1.26,NORMAL
61.72,64.9,55,69.88,7.04,-7.54,NORMAL
66.53,71.09,58.98,71.19,4.86,2.48,NORMAL
74.34,77.36,70.62,78.49,3.83,-0.7,NORMAL
79.12,73.71,73.8,87.24,3.41,-2.89,NORMAL
40.21,68.58,42.69,84.24,4.82,-29.41,UNUSUAL_PATTERN
70.99,80.85,65.96,74.67,2.39,-4.97,NORMAL
111.16,88.15,84.74,120.4,10.02,15.71,UNUSUAL_PATTERN
50.17,56.61,39.37,87.01,5.66,-17.93,UNUSUAL_PATTERN
71.97,74.84,64.69,78.31,2.42,3.5,NORMAL
72.91,74.58,65.73,81.52,4.4,-1.74,NORMAL
89.46,86.41,85.75,92.68,5.37,-2.29,NORMAL
92.9,88.05,89.35,101.57,5.13,-6.64,NORMAL
77.05,78.9,68.14,84.56,2.22,-5.61,NORMAL
74.83,75.88,70.45,88.21,2.14,1.92,NORMAL
85.5,86.79,76.4,92.04,3.29,-2.84,NORMAL
86.72,83.64,82.28,92.96,5.57,-6.77,NORMAL
81.46,75.76,72.73,88.83,3.14,4.5,NORMAL
74.78,74.89,71.05,81.54,3.11,2.56,NORMAL
43.3,64.89,36.6,88.64,9.74,2.71,UNUSUAL_PATTERN
47.39,70.34,43.62,74.41,13.96,5.92,UNUSUAL_PATTERN
75.93,81.28,65.55,85.32,4.52,2.76,NORMAL
85.4,80.69,79.65,91.3,3.62,-1.59,NORMAL
66.16,71.7,58.59,73.59,5.45,-0.99,NORMAL
75.3,70.38,69.52,78.69,2.41,2.99,NORMAL
94.67,84.5,84.44,100.72,5.68,-0.21,NORMAL
109.46,92.86,73.98,120.34,8.68,22.09,UNUSUAL_PATTERN
49.8,60.87,38.36,89.9,14.19,-23.67,UNUSUAL_PATTERN
82.25,79.96,77.82,88.54,3.64,1.59,NORMAL
73.84,76.98,66.55,79.02,4.74,-2.76,NORMAL
77.57,77.14,73.82,85.53,6.97,0.63,NORMAL
95.82,95.79,89.56,104.71,4.68,0.28,NORMAL
68.16,70.79,62.11,77.21,5.42,-0.72,NORMAL
102.68,94.86,71.57,118.12,14.58,9.41,UNUSUAL_PATTERN
71.74,66.05,67.98,79.27,4.35,1.47,NORMAL
123.3,72.51,43.55,119.51,18.38,-5.02,UNUSUAL_PATTERN
77.49,77.92,77.47,84.36,5.2,-4.41,NORMAL
75.93,81.63,69.27,86.28,2.9,0.89,NORMAL
77.96,81.06,75.48,85.4,4.99,-1.28,NORMAL
73.35,74.08,70.19,84.92,4.82,0.54,NORMAL
76.8,75.77,70.54,86.87,2.35,-1.7,NORMAL
78.85,77.92,72.24,83.92,4.73,-2.83,NORMAL
73.15,72.7,67.38,84.43,4.61,-2.57,NORMAL
113.97,96.08,79.31,115.95,14.66,8.96,UNUSUAL_PATTERN
116.21,60.3,44.15,112.04,21.55,-5.43,UNUSUAL_PATTERN
81.77,80.53,77.36,86.3,2.38,1.96,NORMAL
72.06,77.1,65.55,74.24,3.32,5.14,NORMAL
65.64,69.44,56.81,72.69,5.12,-2.23,NORMAL
89.68,85.84,84.33,96.18,3.62,2.74,NORMAL
44.99,72.64,42.73,81.93,7.32,-12.11,UNUSUAL_PATTERN
86.37,87.59,83.88,93.85,1.71,-1.3,NORMAL
120.82,100.59,74.4,116.13,12.23,27.17,UNUSUAL_PATTERN
84.39,77.11,76.24,87.86,3.16,-10.93,NORMAL
73.45,75.09,65.87,76.1,5.3,2.55,NORMAL
54.38,69.73,46.28,69.26,10.3,-8.4,UNUSUAL_PATTERN
77.24,78.66,67.81,87.56,6.85,0.05,NORMAL
73.89,77.89,65.68,81.94,5.7,-2.11,NORMAL
81.78,87.89,79.81,89.83,1.15,0.61,NORMAL
79.38,81.07,75.28,91.43,7.12,2.95,NORMAL
79.86,81.56,76.67,88.01,5.47,-10.44,NORMAL
109.11,99.34,73.69,116.84,14.26,7.69,UNUSUAL_PATTERN
83.54,77.91,74.27,94.26,4.86,-1.91,NORMAL
74.31,76.34,67.56,77.12,3.76,1.71,NORMAL
74.06,79.06,67.47,79.71,5.09,2.3,NORMAL
127.68,98.3,93.31,121.28,10.73,15.81,UNUSUAL_PATTERN
97.37,93.87,92.25,103.49,3.2,1.62,NORMAL
73.7,72.06,69.97,81.37,5.81,-6.6,NORMAL
74.76,72.93,66.77,83.56,3.09,0.88,NORMAL
56.9,63.23,43.28,83.61,14.0,-11.51,UNUSUAL_PATTERN
71.14,70.99,64.69,82.0,2.87,-3.71,NORMAL
92.77,92.41,83.45,94.23,2.82,4.78,NORMAL
75.65,77.51,70.78,83.56,3.34,1.12,NORMAL
77.55,80.79,68.57,81.42,2.25,-2.94,NORMAL
83.54,80.48,77.98,90.54,3.32,-6.92,NORMAL
68.81,70.01,59.19,72.25,3.73,0.36,NORMAL
62.16,84.73,45.29,114.01,19.5,-18.34,UNUSUAL_PATTERN
80.84,85.44,74.09,86.47,4.69,-0.71,NORMAL
81.9,81.23,81.75,87.17,2.35,-1.99,NORMAL
60.45,74.16,55,66.27,5.3,6.49,NORMAL
72.58,77.96,66.57,77.16,1.67,3.16,NORMAL
81.18,80.04,72.31,86.56,7.07,-1.35,NORMAL
80.94,79.51,73.43,89.14,4.47,-6.53,NORMAL
78.51,76.0,70.79,84.35,4.34,3.12,NORMAL
45.58,68.53,40.28,77.88,11.73,-12.51,UNUSUAL_PATTERN
61.16,69.49,39.85,82.18,9.39,-16.41,UNUSUAL_PATTERN
69.03,65.52,62.18,74.73,4.91,0.63,NORMAL
86.03,90.69,77.71,92.88,4.19,-1.55,NORMAL
67.41,71.08,59.29,72.83,3.53,1.46,NORMAL
83.4,87.58,77.07,88.55,1,6.95,NORMAL
85.07,84.98,82.4,90.82,2.02,-2.82,NORMAL
67.82,71.43,64.53,76.62,8.13,-8.23,NORMAL
81.98,80.79,79.78,87.98,6.21,4.39,NORMAL
